,id,email,device_mac_id,ip,location,time_to_attempt,rejection_reason,is_suspicious,scenario,email_attempts_5m,email_attempts_10m,email_attempts_1h,seconds_since_email_last_attempt,seconds_since_ip_last_attempt,ip_attempts_5m,ip_attempts_10m,hour_sin,hour_cos
582,583,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-07 10:55:22+00:00,expired_session,0,normal_user_error,1,1,1,2850761,2850761,1,1,0.49999999999999994,-0.8660254037844387
586,587,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-07 12:27:37+00:00,otp_failed,0,normal_user_error,1,1,1,2845226,2845226,1,1,1.2246467991473532e-16,-1.0
590,591,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-07 15:02:08+00:00,password_typo,0,normal_user_error,1,1,1,2835955,2835955,1,1,-0.7071067811865471,-0.7071067811865479
613,614,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-07 21:03:48+00:00,invalid_password,0,normal_user_error,1,1,1,2814255,2814255,1,1,-0.7071067811865477,0.7071067811865474
623,624,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-07 23:21:06+00:00,password_typo,0,normal_user_error,1,1,1,2806017,2806017,1,1,-0.25881904510252157,0.9659258262890681
624,625,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-07 23:37:25+00:00,password_typo,0,normal_user_error,1,1,2,2805038,2805038,2,2,-0.25881904510252157,0.9659258262890681
626,627,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-08 00:33:00+00:00,unknown_device,0,normal_user_error,1,1,1,2801703,2801703,1,1,0.0,1.0
627,628,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-08 01:01:08+00:00,expired_session,0,normal_user_error,1,1,1,2800015,2800015,1,1,0.25881904510252074,0.9659258262890683
628,629,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-08 01:19:11+00:00,password_typo,0,normal_user_error,1,1,2,2798932,2798932,2,2,0.25881904510252074,0.9659258262890683
631,632,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-08 02:12:16+00:00,expired_session,0,normal_user_error,1,1,2,2795747,2795747,1,3,0.49999999999999994,0.8660254037844387
640,641,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-08 05:58:16+00:00,invalid_password,0,normal_user_error,1,1,1,2782187,2782187,1,1,0.9659258262890683,0.25881904510252074
646,647,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-08 07:33:33+00:00,invalid_password,0,normal_user_error,1,1,1,2776470,2776470,2,2,0.9659258262890683,-0.25881904510252063
672,673,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-08 10:04:22+00:00,expired_session,0,normal_user_error,1,1,1,2767421,2767421,1,1,0.49999999999999994,-0.8660254037844387
675,676,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-08 10:50:10+00:00,invalid_password,0,normal_user_error,1,1,1,2764673,2764673,1,1,0.49999999999999994,-0.8660254037844387
683,684,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-08 11:35:23+00:00,expired_session,0,normal_user_error,1,1,2,2761960,2761960,1,1,0.258819045102521,-0.9659258262890682
703,704,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-08 13:03:59+00:00,password_typo,0,normal_user_error,1,1,1,2756644,2756644,1,1,-0.2588190451025208,-0.9659258262890683
715,716,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-08 16:03:50+00:00,invalid_password,0,normal_user_error,1,1,1,2745853,2745853,1,1,-0.8660254037844384,-0.5000000000000004
719,720,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-08 18:05:00+00:00,password_typo,0,normal_user_error,1,1,1,2738583,2738583,1,1,-1.0,-1.8369701987210297e-16
722,723,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-08 19:05:39+00:00,password_typo,0,normal_user_error,1,1,1,2734944,2734944,1,1,-0.9659258262890684,0.2588190451025203
727,728,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-08 20:15:23+00:00,password_typo,0,normal_user_error,1,1,1,2730760,2730760,1,1,-0.8660254037844386,0.5000000000000001
728,729,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-08 20:30:50+00:00,expired_session,0,normal_user_error,1,1,2,2729833,2729833,1,1,-0.8660254037844386,0.5000000000000001
744,745,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-09 02:48:38+00:00,password_typo,0,normal_user_error,1,1,1,2707165,2707165,1,1,0.49999999999999994,0.8660254037844387
748,749,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-09 03:35:51+00:00,invalid_password,0,normal_user_error,1,1,2,2704332,2704332,1,1,0.7071067811865475,0.7071067811865476
750,751,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-09 03:58:39+00:00,password_typo,0,normal_user_error,1,1,1,2702964,2702964,1,1,0.7071067811865475,0.7071067811865476
769,770,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-09 10:07:03+00:00,expired_session,0,normal_user_error,1,1,1,2680860,2680860,1,1,0.49999999999999994,-0.8660254037844387
771,772,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-09 10:20:49+00:00,expired_session,0,normal_user_error,1,1,1,2680034,2680034,2,2,0.49999999999999994,-0.8660254037844387
838,839,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-09 18:28:41+00:00,password_typo,0,normal_user_error,3,3,3,2650762,2650762,1,3,-1.0,-1.8369701987210297e-16
839,840,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-09 18:29:20+00:00,password_typo,0,normal_user_error,3,3,3,2650723,2650723,1,1,-1.0,-1.8369701987210297e-16
848,849,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-09 18:42:13+00:00,unknown_device,0,normal_user_error,1,1,5,2649950,2649950,1,1,-1.0,-1.8369701987210297e-16
867,868,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Dubai, AE",2026-07-09 23:17:08+00:00,invalid_password,0,normal_user_error,4,8,10,2633455,2633455,2,2,-0.25881904510252157,0.9659258262890681
875,876,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-10 01:50:36+00:00,password_typo,0,normal_user_error,1,1,1,2624247,2624247,1,1,0.25881904510252074,0.9659258262890683
877,878,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-10 02:02:54+00:00,invalid_password,0,normal_user_error,1,1,1,2623509,2623509,1,1,0.49999999999999994,0.8660254037844387
878,879,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-10 02:57:39+00:00,otp_failed,0,normal_user_error,1,1,1,2620224,2620224,1,1,0.49999999999999994,0.8660254037844387
908,909,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Dubai, AE",2026-07-10 03:26:52+00:00,invalid_password,0,normal_user_error,1,1,2,2618471,2618471,2,2,0.7071067811865475,0.7071067811865476
912,913,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-10 04:37:26+00:00,invalid_password,0,normal_user_error,1,1,1,2614237,2614237,3,3,0.8660254037844386,0.5000000000000001
917,918,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-10 06:06:52+00:00,unknown_device,0,normal_user_error,1,1,1,2608871,2608871,4,4,1.0,6.123233995736766e-17
922,923,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Singapore, SG",2026-07-10 07:54:10+00:00,expired_session,0,normal_user_error,1,1,1,2602433,2602433,5,5,0.9659258262890683,-0.25881904510252063
928,929,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-10 10:24:23+00:00,password_typo,0,normal_user_error,1,1,1,2593420,2593420,6,6,0.49999999999999994,-0.8660254037844387
951,952,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-10 12:01:31+00:00,password_typo,0,normal_user_error,1,1,1,2587592,2587592,7,7,1.2246467991473532e-16,-1.0
958,959,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-10 15:27:36+00:00,invalid_password,0,normal_user_error,1,1,1,2575227,2575227,1,1,-0.7071067811865471,-0.7071067811865479
959,960,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-10 15:31:47+00:00,invalid_password,0,normal_user_error,2,2,2,2574976,2574976,1,1,-0.7071067811865471,-0.7071067811865479
970,971,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-10 19:21:38+00:00,invalid_password,0,normal_user_error,1,1,1,2561185,2561185,1,1,-0.9659258262890684,0.2588190451025203
973,974,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-10 19:43:18+00:00,expired_session,0,normal_user_error,1,1,1,2559885,2559885,1,1,-0.9659258262890684,0.2588190451025203
974,975,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-10 20:10:38+00:00,expired_session,0,normal_user_error,1,1,2,2558245,2558245,1,1,-0.8660254037844386,0.5000000000000001
1004,1005,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-10 21:40:41+00:00,invalid_password,0,normal_user_error,1,1,3,2552842,2552842,1,1,-0.7071067811865477,0.7071067811865474
1005,1006,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-10 21:58:45+00:00,invalid_password,0,normal_user_error,1,1,4,2551758,2551758,1,1,-0.7071067811865477,0.7071067811865474
1007,1008,user2@example.com,02:E2:FF:32:4E:BA,192.0.2.24,"Sylhet, BD",2026-07-10 23:17:32+00:00,invalid_password,0,normal_user_error,1,1,1,2547031,2547031,1,1,-0.25881904510252157,0.9659258262890681
1009,1010,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-10 23:21:41+00:00,password_typo,0,normal_user_error,1,1,1,2546782,2546782,1,1,-0.25881904510252157,0.9659258262890681
1011,1012,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-11 01:05:04+00:00,invalid_password,0,normal_user_error,1,1,1,2540579,2540579,2,2,0.25881904510252074,0.9659258262890683
1017,1018,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-11 03:56:53+00:00,invalid_password,0,normal_user_error,1,1,1,2530270,2530270,1,1,0.7071067811865475,0.7071067811865476
1055,1056,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Rajshahi, BD",2026-07-11 10:44:28+00:00,password_typo,0,normal_user_error,1,1,1,2505815,2505815,1,1,0.49999999999999994,-0.8660254037844387
1056,1057,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-11 11:21:31+00:00,invalid_password,0,normal_user_error,1,1,2,2503592,2503592,1,1,0.258819045102521,-0.9659258262890682
1058,1059,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-11 13:32:09+00:00,otp_failed,0,normal_user_error,1,1,1,2495754,2495754,1,1,-0.2588190451025208,-0.9659258262890683
1059,1060,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-11 13:50:39+00:00,invalid_password,0,normal_user_error,1,1,2,2494644,2494644,1,1,-0.2588190451025208,-0.9659258262890683
1077,1078,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-11 17:39:20+00:00,password_typo,0,normal_user_error,1,1,1,2480923,2480923,1,1,-0.9659258262890683,-0.25881904510252063
1093,1094,user5@example.com,02:39:FB:56:38:72,192.0.2.24,"Singapore, SG",2026-07-11 23:10:27+00:00,unknown_device,0,normal_user_error,1,1,1,2461056,2461056,2,2,-0.25881904510252157,0.9659258262890681
1095,1096,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-12 01:35:22+00:00,unknown_device,0,normal_user_error,1,1,1,2452361,2452361,3,3,0.25881904510252074,0.9659258262890683
1102,1103,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-12 04:06:26+00:00,invalid_password,0,normal_user_error,1,1,1,2443297,2443297,1,1,0.8660254037844386,0.5000000000000001
1104,1105,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-12 04:22:22+00:00,invalid_password,0,normal_user_error,1,1,1,2442341,2442341,1,1,0.8660254037844386,0.5000000000000001
1136,1137,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-12 10:43:58+00:00,expired_session,0,normal_user_error,1,1,1,2419445,2419445,1,1,0.49999999999999994,-0.8660254037844387
1137,1138,user5@example.com,02:83:C6:0F:8F:73,192.0.2.24,"London, GB",2026-07-12 11:11:54+00:00,otp_failed,0,normal_user_error,1,1,2,2417769,2417769,1,1,0.258819045102521,-0.9659258262890682
1141,1142,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-12 11:25:18+00:00,expired_session,0,normal_user_error,1,1,3,2416965,2416965,1,1,0.258819045102521,-0.9659258262890682
1144,1145,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-12 12:15:46+00:00,expired_session,0,normal_user_error,1,1,1,2413937,2413937,1,1,1.2246467991473532e-16,-1.0
1155,1156,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-12 17:12:00+00:00,password_typo,0,normal_user_error,1,1,1,2396163,2396163,2,2,-0.9659258262890683,-0.25881904510252063
1166,1167,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-12 20:36:43+00:00,invalid_password,0,normal_user_error,1,1,1,2383880,2383880,3,3,-0.8660254037844386,0.5000000000000001
1173,1174,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-12 22:58:44+00:00,password_typo,0,normal_user_error,1,1,1,2375359,2375359,4,4,-0.5000000000000004,0.8660254037844384
1177,1178,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-13 00:23:42+00:00,unknown_device,0,normal_user_error,1,1,1,2370261,2370261,4,5,0.0,1.0
1179,1180,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-13 01:14:27+00:00,invalid_password,0,normal_user_error,1,1,1,2367216,2367216,5,6,0.25881904510252074,0.9659258262890683
1181,1182,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-13 01:42:08+00:00,invalid_password,0,normal_user_error,1,1,2,2365555,2365555,5,7,0.25881904510252074,0.9659258262890683
1182,1183,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-13 01:42:20+00:00,password_typo,0,normal_user_error,1,1,1,2365543,2365543,5,8,0.25881904510252074,0.9659258262890683
1190,1191,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-13 03:55:29+00:00,invalid_password,0,normal_user_error,1,1,1,2357554,2357554,4,8,0.7071067811865475,0.7071067811865476
1191,1192,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-13 04:04:20+00:00,password_typo,0,normal_user_error,1,1,1,2357023,2357023,2,5,0.8660254037844386,0.5000000000000001
1192,1193,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-13 04:24:21+00:00,password_typo,0,normal_user_error,1,1,2,2355822,2355822,2,5,0.8660254037844386,0.5000000000000001
1194,1195,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-13 04:54:23+00:00,password_typo,0,normal_user_error,1,1,3,2354020,2354020,3,5,0.8660254037844386,0.5000000000000001
1197,1198,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-13 05:39:38+00:00,invalid_password,0,normal_user_error,1,1,2,2351305,2351305,1,4,0.9659258262890683,0.25881904510252074
1203,1204,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-13 10:08:09+00:00,password_typo,0,normal_user_error,1,1,1,2335194,2335194,1,2,0.49999999999999994,-0.8660254037844387
1220,1221,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-13 16:26:23+00:00,password_typo,0,normal_user_error,1,1,1,2312500,2312500,1,2,-0.8660254037844384,-0.5000000000000004
1225,1226,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-13 18:49:26+00:00,password_typo,0,normal_user_error,1,1,1,2303917,2303917,2,3,-1.0,-1.8369701987210297e-16
1227,1228,user2@example.com,02:DB:65:F2:34:5C,192.0.2.24,"Rajshahi, BD",2026-07-13 19:02:07+00:00,expired_session,0,normal_user_error,1,1,1,2303156,2303156,1,1,-0.9659258262890684,0.2588190451025203
1237,1238,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-13 19:43:40+00:00,invalid_password,0,normal_user_error,1,1,2,2300663,2300663,2,2,-0.9659258262890684,0.2588190451025203
1241,1242,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-13 20:21:24+00:00,invalid_password,0,normal_user_error,1,1,2,2298399,2298399,3,3,-0.8660254037844386,0.5000000000000001
1261,1262,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-14 02:43:07+00:00,invalid_password,0,normal_user_error,1,1,1,2275496,2275496,2,4,0.49999999999999994,0.8660254037844387
1262,1263,user2@example.com,02:27:01:4C:4B:A3,192.0.2.24,"New York, US",2026-07-14 03:50:47+00:00,password_typo,0,normal_user_error,1,1,1,2271436,2271436,1,1,0.7071067811865475,0.7071067811865476
1266,1267,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-14 05:01:22+00:00,password_typo,0,normal_user_error,1,1,1,2267201,2267201,1,1,0.9659258262890683,0.25881904510252074
1288,1289,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Dubai, AE",2026-07-14 06:35:43+00:00,invalid_password,0,normal_user_error,1,1,1,2261540,2261540,1,1,1.0,6.123233995736766e-17
1290,1291,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-14 07:06:32+00:00,invalid_password,0,normal_user_error,1,1,2,2259691,2259691,2,2,0.9659258262890683,-0.25881904510252063
1296,1297,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-14 08:50:21+00:00,invalid_password,0,normal_user_error,1,1,1,2253462,2253462,1,1,0.8660254037844387,-0.4999999999999998
1299,1300,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-14 09:51:05+00:00,expired_session,0,normal_user_error,1,1,1,2249818,2249818,1,1,0.7071067811865476,-0.7071067811865475
1301,1302,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-14 10:03:30+00:00,password_typo,0,normal_user_error,1,1,2,2249073,2249073,1,1,0.49999999999999994,-0.8660254037844387
1309,1310,user2@example.com,02:C2:AC:0E:FD:A6,192.0.2.24,"Rajshahi, BD",2026-07-14 12:58:29+00:00,invalid_password,0,normal_user_error,1,1,1,2238574,2238574,1,1,1.2246467991473532e-16,-1.0
1313,1314,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-14 14:37:39+00:00,expired_session,0,normal_user_error,1,1,1,2232624,2232624,1,1,-0.4999999999999997,-0.8660254037844388
1316,1317,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-14 16:58:40+00:00,invalid_password,0,normal_user_error,1,1,1,2224163,2224163,1,1,-0.8660254037844384,-0.5000000000000004
1318,1319,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-14 18:16:50+00:00,expired_session,0,normal_user_error,1,1,1,2219473,2219473,1,1,-1.0,-1.8369701987210297e-16
1324,1325,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-14 19:40:21+00:00,password_typo,0,normal_user_error,1,1,1,2214462,2214462,1,1,-0.9659258262890684,0.2588190451025203
1327,1328,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-14 21:06:52+00:00,password_typo,0,normal_user_error,1,1,1,2209271,2209271,1,1,-0.7071067811865477,0.7071067811865474
1331,1332,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-14 23:17:56+00:00,password_typo,0,normal_user_error,1,1,1,2201407,2201407,1,1,-0.25881904510252157,0.9659258262890681
1332,1333,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-14 23:26:29+00:00,otp_failed,0,normal_user_error,1,1,1,2200894,2200894,1,1,-0.25881904510252157,0.9659258262890681
1336,1337,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-15 00:42:51+00:00,password_typo,0,normal_user_error,1,1,1,2196312,2196312,1,1,0.0,1.0
1337,1338,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-15 00:57:08+00:00,password_typo,0,normal_user_error,1,1,2,2195455,2195455,1,1,0.0,1.0
1338,1339,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-15 01:05:51+00:00,unknown_device,0,normal_user_error,1,2,3,2194932,2194932,1,1,0.25881904510252074,0.9659258262890683
1344,1345,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-15 01:56:59+00:00,invalid_password,0,normal_user_error,1,1,1,2191864,2191864,1,1,0.25881904510252074,0.9659258262890683
1348,1349,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-15 02:41:36+00:00,invalid_password,0,normal_user_error,1,1,2,2189187,2189187,1,1,0.49999999999999994,0.8660254037844387
1372,1373,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-15 07:08:17+00:00,password_typo,0,normal_user_error,1,1,1,2173186,2173186,1,1,0.9659258262890683,-0.25881904510252063
1373,1374,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-15 07:10:29+00:00,password_typo,0,normal_user_error,2,2,2,2173054,2173054,1,1,0.9659258262890683,-0.25881904510252063
1376,1377,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-15 08:12:12+00:00,unknown_device,0,normal_user_error,1,1,1,2169351,2169351,1,1,0.8660254037844387,-0.4999999999999998
1388,1389,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-15 11:44:58+00:00,password_typo,0,normal_user_error,1,1,1,2156585,2156585,1,1,0.258819045102521,-0.9659258262890682
1389,1390,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-15 12:07:00+00:00,password_typo,0,normal_user_error,1,1,2,2155263,2155263,1,1,1.2246467991473532e-16,-1.0
1395,1396,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-15 13:47:42+00:00,invalid_password,0,normal_user_error,1,1,1,2149221,2149221,1,1,-0.2588190451025208,-0.9659258262890683
1397,1398,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-15 14:16:08+00:00,password_typo,0,normal_user_error,1,1,2,2147515,2147515,1,1,-0.4999999999999997,-0.8660254037844388
1398,1399,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-15 14:33:36+00:00,expired_session,0,normal_user_error,1,1,2,2146467,2146467,1,1,-0.4999999999999997,-0.8660254037844388
1409,1410,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-15 17:29:54+00:00,invalid_password,0,normal_user_error,1,1,1,2135889,2135889,1,1,-0.9659258262890683,-0.25881904510252063
1413,1414,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-15 18:04:28+00:00,invalid_password,0,normal_user_error,1,1,1,2133815,2133815,1,1,-1.0,-1.8369701987210297e-16
1419,1420,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-15 18:59:27+00:00,password_typo,0,normal_user_error,1,1,2,2130516,2130516,1,1,-1.0,-1.8369701987210297e-16
1423,1424,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-15 19:14:55+00:00,invalid_password,0,normal_user_error,1,1,2,2129588,2129588,1,1,-0.9659258262890684,0.2588190451025203
1432,1433,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-16 01:22:25+00:00,password_typo,0,normal_user_error,1,1,1,2107538,2107538,1,1,0.25881904510252074,0.9659258262890683
1438,1439,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-16 04:45:31+00:00,password_typo,0,normal_user_error,1,1,1,2095352,2095352,1,1,0.8660254037844386,0.5000000000000001
1439,1440,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-16 04:59:07+00:00,invalid_password,0,normal_user_error,1,1,2,2094536,2094536,1,1,0.8660254037844386,0.5000000000000001
1443,1444,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-16 06:25:06+00:00,invalid_password,0,normal_user_error,1,1,1,2089377,2089377,1,1,1.0,6.123233995736766e-17
1449,1450,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-16 08:44:15+00:00,password_typo,0,normal_user_error,1,1,1,2081028,2081028,1,1,0.8660254037844387,-0.4999999999999998
1467,1468,user2@example.com,02:34:2C:D8:10:0F,192.0.2.24,"Chattogram, BD",2026-07-16 15:17:14+00:00,invalid_password,0,normal_user_error,1,1,1,2057449,2057449,1,1,-0.7071067811865471,-0.7071067811865479
1468,1469,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-16 15:30:43+00:00,expired_session,0,normal_user_error,1,1,1,2056640,2056640,1,1,-0.7071067811865471,-0.7071067811865479
1470,1471,user5@example.com,02:8E:4F:6E:AC:34,192.0.2.24,"Dhaka, BD",2026-07-16 16:23:45+00:00,password_typo,0,normal_user_error,1,1,2,2053458,2053458,1,1,-0.8660254037844384,-0.5000000000000004
