id,email,device_mac_id,ip,location,time_to_attempt,rejection_reason,is_suspicious,scenario,email_attempt_last_5m,_original_row
1212,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-13 13:20:48+00:00,password_typo,0,normal_user_error,1,1788
1187,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-13 02:55:16+00:00,invalid_password,0,normal_user_error,1,1813
1177,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-13 00:22:20+00:00,invalid_password,0,normal_user_error,2,1823
1162,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-12 18:29:02+00:00,otp_failed,0,normal_user_error,1,1838
1160,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-12 18:21:41+00:00,otp_failed,0,normal_user_error,1,1840
1150,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-12 14:13:43+00:00,invalid_password,0,normal_user_error,7,1850
1141,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-12 11:19:16+00:00,password_typo,0,normal_user_error,1,1859
1135,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-12 09:21:16+00:00,password_typo,0,normal_user_error,1,1865
1129,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-12 07:27:28+00:00,invalid_password,0,normal_user_error,1,1871
1104,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-12 04:17:19+00:00,invalid_password,0,normal_user_error,2,1896
1101,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-12 03:53:16+00:00,invalid_password,0,normal_user_error,1,1899
1095,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-11 23:37:38+00:00,expired_session,0,normal_user_error,1,1905
1091,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-11 22:39:12+00:00,otp_failed,0,normal_user_error,1,1909
1083,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-11 19:43:29+00:00,invalid_password,0,normal_user_error,1,1917
1082,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-11 19:09:57+00:00,invalid_password,0,normal_user_error,1,1918
1081,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-11 18:23:12+00:00,password_typo,0,normal_user_error,1,1919
1039,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-11 04:38:08+00:00,invalid_password,0,normal_user_error,4,1961
1011,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-10 23:45:22+00:00,password_typo,0,normal_user_error,5,1989
999,user4@example.com,02:2F:0D:DF:05:4E,203.0.113.24,"Dhaka, BD",2026-07-10 21:27:32+00:00,invalid_password,1,credential_stuffing_many_accounts,16,2001
984,user4@example.com,02:2F:0D:DF:05:4E,203.0.113.24,"Dhaka, BD",2026-07-10 21:24:47+00:00,invalid_password,1,credential_stuffing_many_accounts,1,2016
965,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-10 16:39:00+00:00,invalid_password,0,normal_user_error,1,2035
924,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-10 08:46:36+00:00,otp_failed,0,normal_user_error,1,2076
916,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-10 05:20:51+00:00,password_typo,0,normal_user_error,2,2084
857,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-09 22:13:22+00:00,expired_session,0,normal_user_error,15,2143
832,user4@example.com,02:16:A0:B3:7D:95,203.0.113.73,"Sylhet, BD",2026-07-09 18:27:32+00:00,invalid_password,1,credential_stuffing_many_accounts,1,2168
826,user4@example.com,02:16:A0:B3:7D:95,203.0.113.73,"Sylhet, BD",2026-07-09 18:26:13+00:00,invalid_password,1,credential_stuffing_many_accounts,3,2174
819,user4@example.com,02:16:A0:B3:7D:95,203.0.113.73,"Sylhet, BD",2026-07-09 18:24:42+00:00,invalid_password,1,credential_stuffing_many_accounts,1,2181
808,user4@example.com,02:4C:E3:0F:13:3D,203.0.113.130,"London, GB",2026-07-09 14:54:56+00:00,invalid_password,1,credential_stuffing_many_accounts,1,2192
790,user4@example.com,02:4C:E3:0F:13:3D,203.0.113.130,"London, GB",2026-07-09 14:49:14+00:00,invalid_password,1,credential_stuffing_many_accounts,1,2210
785,user4@example.com,02:4C:E3:0F:13:3D,203.0.113.130,"London, GB",2026-07-09 14:47:47+00:00,blocked_ip,1,credential_stuffing_many_accounts,2,2215
781,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-09 13:46:30+00:00,unknown_device,0,normal_user_error,1,2219
769,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-09 10:02:14+00:00,invalid_password,0,normal_user_error,1,2231
733,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-08 22:22:39+00:00,invalid_password,0,normal_user_error,1,2267
719,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-08 16:31:26+00:00,invalid_password,0,normal_user_error,1,2281
715,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-08 16:00:15+00:00,password_typo,0,normal_user_error,2,2285
714,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-08 15:43:55+00:00,password_typo,0,normal_user_error,3,2286
646,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-08 07:25:21+00:00,invalid_password,0,normal_user_error,1,2354
644,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-08 07:02:33+00:00,invalid_password,0,normal_user_error,1,2356
630,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-08 01:55:12+00:00,password_typo,0,normal_user_error,1,2370
622,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-07 22:47:42+00:00,otp_failed,0,normal_user_error,1,2378
606,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-07 19:02:43+00:00,invalid_password,0,normal_user_error,1,2394
603,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-07 17:48:11+00:00,password_typo,0,normal_user_error,1,2397
600,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-07 17:27:12+00:00,password_typo,0,normal_user_error,1,2400
598,user4@example.com,02:E5:8E:03:51:D8,192.0.2.189,"Rajshahi, BD",2026-07-07 17:15:16+00:00,otp_failed,0,normal_user_error,1,2402
597,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-07 16:54:33+00:00,password_typo,0,normal_user_error,1,2403
574,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-07 08:17:39+00:00,invalid_password,0,normal_user_error,1,2426
573,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-07 08:05:14+00:00,password_typo,0,normal_user_error,1,2427
572,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-07 08:01:52+00:00,invalid_password,0,normal_user_error,1,2428
570,user4@example.com,02:39:27:09:F7:DC,192.0.2.88,"Singapore, SG",2026-07-07 07:42:54+00:00,invalid_password,0,normal_user_error,1,2430
568,user4@example.com,02:E5:8E:03:51:D8,192.0.2.122,"London, GB",2026-07-07 07:22:55+00:00,invalid_password,0,normal_user_error,1,2432
509,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-06 16:40:59+00:00,expired_session,0,normal_user_error,1,2491
501,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-06 11:34:16+00:00,password_typo,0,normal_user_error,2,2499
500,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-06 11:28:24+00:00,password_typo,0,normal_user_error,2,2500
497,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-06 10:23:15+00:00,password_typo,0,normal_user_error,1,2503
460,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-06 02:35:53+00:00,password_typo,0,normal_user_error,1,2540
439,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-05 20:33:39+00:00,invalid_password,0,normal_user_error,1,2561
415,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-05 11:53:29+00:00,invalid_password,0,normal_user_error,8,2585
391,user4@example.com,02:EF:61:25:DC:8D,203.0.113.147,"Dubai, AE",2026-07-05 06:18:44+00:00,invalid_password,1,credential_stuffing_many_accounts,1,2609
376,user4@example.com,02:EF:61:25:DC:8D,203.0.113.147,"Dubai, AE",2026-07-05 06:14:59+00:00,invalid_password,1,credential_stuffing_many_accounts,1,2624
368,user4@example.com,02:EF:61:25:DC:8D,203.0.113.147,"Dubai, AE",2026-07-05 06:13:04+00:00,invalid_password,1,credential_stuffing_many_accounts,1,2632
363,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-05 05:39:13+00:00,invalid_password,0,normal_user_error,1,2637
359,user4@example.com,02:C4:B3:DB:A1:47,192.0.2.88,"Sylhet, BD",2026-07-05 04:59:55+00:00,password_typo,0,normal_user_error,1,2641
358,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-05 04:44:59+00:00,password_typo,0,normal_user_error,1,2642
350,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-05 02:44:01+00:00,otp_failed,0,normal_user_error,1,2650
348,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-05 01:39:16+00:00,otp_failed,0,normal_user_error,1,2652
319,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-04 17:47:15+00:00,expired_session,0,normal_user_error,1,2681
305,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-04 13:38:29+00:00,invalid_password,0,normal_user_error,2,2695
294,user4@example.com,02:3A:3B:51:FA:22,203.0.113.164,"Chattogram, BD",2026-07-04 10:15:00+00:00,otp_failed,1,possible_account_takeover,12,2706
293,user4@example.com,02:3A:3B:51:FA:22,203.0.113.164,"Chattogram, BD",2026-07-04 10:13:52+00:00,otp_failed,1,possible_account_takeover,12,2707
292,user4@example.com,02:3A:3B:51:FA:22,203.0.113.164,"Chattogram, BD",2026-07-04 10:13:20+00:00,unknown_device,1,possible_account_takeover,13,2708
291,user4@example.com,02:3A:3B:51:FA:22,203.0.113.164,"Chattogram, BD",2026-07-04 10:13:03+00:00,unknown_device,1,possible_account_takeover,14,2709
290,user4@example.com,02:3A:3B:51:FA:22,203.0.113.164,"Chattogram, BD",2026-07-04 10:12:30+00:00,unknown_device,1,possible_account_takeover,15,2710
289,user4@example.com,02:3A:3B:51:FA:22,203.0.113.164,"Chattogram, BD",2026-07-04 10:10:57+00:00,invalid_password,1,possible_account_takeover,15,2711
288,user4@example.com,02:3A:3B:51:FA:22,203.0.113.164,"Chattogram, BD",2026-07-04 10:10:00+00:00,otp_failed,1,possible_account_takeover,16,2712
283,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-04 07:41:46+00:00,password_typo,0,normal_user_error,20,2717
281,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-04 07:11:18+00:00,invalid_password,0,normal_user_error,21,2719
279,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-04 06:59:11+00:00,expired_session,0,normal_user_error,1,2721
268,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-04 02:49:55+00:00,invalid_password,0,normal_user_error,1,2732
258,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 21:09:24+00:00,password_typo,0,normal_user_error,6,2742
256,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 20:43:08+00:00,expired_session,0,normal_user_error,5,2744
248,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 19:27:55+00:00,otp_failed,0,normal_user_error,1,2752
245,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 19:08:27+00:00,password_typo,0,normal_user_error,1,2755
242,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 18:08:50+00:00,expired_session,0,normal_user_error,1,2758
238,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 17:05:58+00:00,invalid_password,0,normal_user_error,1,2762
204,user4@example.com,02:C8:99:51:0B:C8,192.0.2.88,"Sylhet, BD",2026-07-03 13:14:39+00:00,password_typo,0,normal_user_error,1,2796
202,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 12:37:50+00:00,invalid_password,0,normal_user_error,3,2798
200,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 12:02:40+00:00,password_typo,0,normal_user_error,1,2800
187,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 09:25:41+00:00,otp_failed,0,normal_user_error,3,2813
186,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 08:59:40+00:00,invalid_password,0,normal_user_error,4,2814
177,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 05:49:16+00:00,password_typo,0,normal_user_error,13,2823
173,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 05:06:43+00:00,invalid_password,0,normal_user_error,16,2827
163,user4@example.com,02:07:4E:AE:80:59,203.0.113.146,"New York, US",2026-07-03 03:01:17+00:00,invalid_password,1,credential_stuffing_many_accounts,1,2837
143,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 02:16:00+00:00,password_typo,0,normal_user_error,1,2857
142,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-03 00:49:26+00:00,invalid_password,0,normal_user_error,2,2858
102,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-02 15:39:41+00:00,invalid_password,0,normal_user_error,1,2898
79,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-02 08:50:27+00:00,invalid_password,0,normal_user_error,1,2921
73,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-02 07:14:31+00:00,password_typo,0,normal_user_error,1,2927
63,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-02 00:42:55+00:00,otp_failed,0,normal_user_error,1,2937
33,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-01 13:09:44+00:00,password_typo,0,normal_user_error,2,2967
18,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-01 04:52:14+00:00,password_typo,0,normal_user_error,1,2982
15,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-01 04:02:48+00:00,unknown_device,0,normal_user_error,2,2985
11,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-01 02:36:11+00:00,password_typo,0,normal_user_error,1,2989
10,user4@example.com,02:E5:8E:03:51:D8,192.0.2.88,"Rajshahi, BD",2026-07-01 02:33:34+00:00,expired_session,0,normal_user_error,1,2990
